figure,dimension,device,device_label,model,model_label,train_N_per_device,train_N_total,train_unique_cases,unique_source_cases_available,sampling_mode,seed,n_test_cases,evidence_level,MAE_kPa,RMSE_kPa,SSIM_proxy,CRPS_kPa,Cov90,Width90_kPa,calibrated_score
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.770507252085251,12.68682524188778,0.680407912670433,5.433091837568679,0.7136284722222223,6.058300619663403,6.845965504709125
Figure 2,2D,US,ultrasound,U-Net,U-Net,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,34.51715708118581,113.03534666237559,0.6604859059728058,33.69908106375593,0.5623263888888889,8.91686451019911,46.172690158079284
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,10000,30000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,9.57426394575511,50.63603146131685,0.3337386781765701,28.78631779260197,0.9221354166666667,190.659415224583,40.44584776561691
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,10000,30000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,55.95814799640687,59.71364397608297,0.2222173536528975,35.36014190812615,0.9563368055555556,190.659415224583,59.11065129932945
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,10000,30000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,58.95738990078704,63.854442602151565,0.17709118691065043,37.848584961986276,0.9130208333333333,190.659415224583,59.725064248453535
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.4338479618944784,3.3565179341381404,-0.00026957015657780303,1.3452780412006187,0.5512152777777778,0.9231938289948047,1.9339522249927434
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.584415202462118,11.7871010645521,0.7141356115922293,5.239420980532736,0.6376736111111111,3.992304807679683,7.049354676580219
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,17.87472549257516,56.523336516393734,0.6849364754191267,17.232761520849024,0.5421875,6.612594931025898,24.27052570788721
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,10000,30000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.1359963337161285,7.491175856907092,0.8453518877711053,3.923309034759997,0.9552951388888888,33.26418123704224,4.198946611846448
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,10000,30000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.349563568023601,12.797223373337745,0.6931851261888003,6.642310030639276,0.8415798611111112,33.26418123704224,8.837346231329146
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,10000,30000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.383861019622676,13.427094529285677,0.6724983543803692,6.832798389133566,0.83359375,33.26418123704224,8.940601790456995
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,5.32978076943082,6.038595776883787,0.2435199026342899,3.463647407858956,0.9730034722222223,22.035979205546894,5.718873271782496
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.559743688583017,11.182778669478267,0.6497255687690422,6.135026303137627,0.8911458333333333,36.033571909526046,8.63553308582568
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,12.03294008197026,16.507341486995912,0.6401694364335785,8.843159387574834,0.8782986111111111,50.0837800476624,12.294071594165795
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,18.80754663054134,6.023853109677446,0.5426890099381962,3.477502880491579,0.9629340277777778,18.686423016746556,5.756207304910375
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,6.826722919085963,9.326568421730201,0.7585334283022337,5.023181859030244,0.8749131944444445,28.569681664034118,6.997983589538727
Figure 2,2D,US,ultrasound,U-Net,U-Net,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,9.175996553653981,12.016572304373959,0.7052566228534188,6.671118362379942,0.8401909722222223,34.58879365126113,9.724803986420266
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,50,150,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,4.916900390083375,24.30689992422285,0.716700214854151,17.62637989624701,1.0,193.4538211019458,22.35343169599135
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,50,150,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,68.49206685542165,77.15544599469723,0.23662012047313313,46.38376081345879,0.7609375,193.4538211019458,78.01674490250373
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,50,150,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,71.46311984806893,80.95250622988699,0.20746847322829182,49.01910723016843,0.7121527777777777,193.4538211019458,84.88726840286243
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,5.43486995537595,5.972792911734348,-0.24360002613501697,3.496405215289762,0.9624131944444444,18.241750359923657,5.774077550681098
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,6.740772186484696,9.043533740887252,0.7134216217151655,4.910687063774076,0.8638888888888889,26.454691499208483,6.984188959885532
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,50,50,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.738920566765175,11.36432772859187,0.7275750212089066,6.300150124657699,0.8503472222222223,32.80574574614246,9.172832247684418
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,50,150,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.7742086214907542,6.444511333247688,0.9053758098703185,3.387232750688237,0.9724826388888889,32.09289021938086,3.544548051240509
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,50,150,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.783981422509374,13.023572630063589,0.7940563534046478,7.002085171760526,0.7883680555555556,32.09289021938086,9.764554348667973
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,50,150,50,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,9.12027768112203,13.524632907014988,0.7867799452410056,7.273187029675478,0.7768229166666667,32.09289021938086,10.243686885072737
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.9152814448786635,3.5812355002609473,0.47353494868990054,2.00634989198799,0.9672743055555556,14.461026677067569,3.1114049795818723
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,7.287305914936337,10.197189499239839,0.7315720898318571,5.461597874461676,0.8717881944444444,29.387926005528517,7.4928939724323715
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,11.047435746232736,15.7424578354318,0.7210319329654838,8.539715383791972,0.8303819444444445,43.16411969175923,11.816536741760396
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,10.448536291327057,3.6495864982672734,0.7690804482459671,2.0174635300766646,0.9299479166666667,10.628731483114775,3.0986226251410325
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,5.663213985597542,8.299543591742504,0.8213874207315706,4.3507341056915445,0.8375,20.65275437752992,6.017164859697388
Figure 2,2D,US,ultrasound,U-Net,U-Net,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.64613921484395,12.549540269168174,0.7794179269214184,6.7384598319415625,0.7388020833333333,27.868851971484098,10.039878843486763
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,100,300,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,5.48424411388383,26.363406320523108,0.693828930152337,17.99252957842808,1.0,187.32799896571413,24.932715019220886
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,100,300,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,67.37878420203,74.43171346898087,0.2620309377111252,45.04251098358546,0.7818576388888889,187.32799896571413,75.33907285645385
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,100,300,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,71.26641505681782,79.2874061678523,0.22407956450969493,48.45290114885835,0.7235243055555556,187.32799896571413,83.84320514453576
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.9041175064763824,3.463696017554167,-0.041745986572333194,1.9386212612226017,0.9370659722222222,10.117246108985759,3.0117614453015054
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,5.179053042669421,7.548428162618148,0.8200561888748892,3.9519774987121474,0.8395833333333333,18.445341269635186,5.491954163997366
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,100,100,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.122402539403557,11.936801946528956,0.7865413496360805,6.278082324186901,0.7373263888888889,25.619921425628903,9.443703091386393
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,100,300,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.5735172983429937,5.460868663927723,0.9342377431376905,3.086699587646414,0.9684027777777777,29.927332796592214,3.1316444042068206
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,100,300,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.529469783655674,12.77431039282343,0.8333219202331904,6.873746471493177,0.7888888888888889,29.927332796592214,9.477188648506305
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,100,300,100,207,without_replacement,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.803886247450183,13.248515491116615,0.8225217620428718,7.117187801936041,0.7794270833333333,29.927332796592214,9.865396490306807
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.7767763359458466,2.399884677063656,0.5417439285653789,1.3084950672082192,0.9701388888888889,10.365738178625868,1.9013974539531593
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,6.910259282688697,9.416434617276652,0.7822787886216858,5.154086870550762,0.8634548611111111,28.116120932484705,7.162795667932789
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,10.535708735115715,14.703988965407502,0.7567945342850207,8.025062520379427,0.8213541666666667,39.67485149318267,11.36429832834617
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,6.5037507356335,2.6900318824195253,0.827796913992471,1.3306277822314925,0.9009548611111111,6.417997069751863,1.8744607445151726
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,4.689558722046378,7.797919484818483,0.8369844076250418,3.7143926537910086,0.809375,15.550140669928375,5.114549981231832
Figure 2,2D,US,ultrasound,U-Net,U-Net,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.903155752616152,14.481994001295337,0.7768003790317888,7.114725800560937,0.7446180555555556,25.951598975074887,10.286545405149392
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,200,600,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,5.69639527905985,27.702705595563213,0.6726783493177142,18.60719430708049,1.0,190.72388888538234,25.89720610176379
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,200,600,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,67.03912359552018,73.12447260026309,0.28456734133068706,44.20164733806042,0.8140625,190.72388888538234,72.8002982795102
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,200,600,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,71.01676783826593,78.03127963226211,0.24695888638865726,47.6320043280587,0.7618923611111111,190.72388888538234,80.82472596592922
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.7986700085699836,2.5703301551900077,0.015501087493542287,1.2733168853590857,0.8987847222222223,6.095727006290507,1.800855892260954
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,4.500860038560024,8.231876083639976,0.8305313831648065,3.5909801188767045,0.8047743055555555,13.662831069319138,4.929457561329151
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,200,200,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.53030510323925,17.74452498276938,0.7825247829225502,6.93256341457773,0.7582465277777778,22.188455132575626,9.739505470738356
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,200,600,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.6215811048404531,5.483389997747628,0.9284490749962128,3.189314681608774,0.9702256944444444,31.42805679988107,3.2328083629585125
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,200,600,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.616183448252954,12.592367013703154,0.8325518297151254,6.879033960948744,0.7878472222222223,31.42805679988107,9.582512355817435
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,200,600,112,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.87840357870964,13.121851661461523,0.8231033724999018,7.1515719906675255,0.7714409722222222,31.42805679988107,10.019802511007297
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,0.7986916273083673,1.5738419901680596,0.5729465604665397,0.7936901792128797,0.9780381944444444,7.473216760401179,0.8610200798214074
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,5.991140446045706,8.590314368311402,0.8518605865797468,4.645958815557513,0.8556423611111111,24.970020221798652,6.256893290484018
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,9.742684133725383,13.887909007591894,0.8111692680445974,7.611633531199399,0.7949652777777778,36.04679802030395,10.766004255410081
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,3.233825101109075,1.6803317397991093,0.8582230213113116,0.7155057522801412,0.90859375,3.8373495743465273,0.9391409309889133
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,3.497849012373572,5.491505798674216,0.8476248954663569,2.8476305799474555,0.7928819444444445,12.330019786026307,3.872531797205949
Figure 2,2D,US,ultrasound,U-Net,U-Net,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,7.672605296641484,12.351984091925841,0.793303096725745,6.260002182210294,0.7149305555555555,21.591798947025367,9.092570096332425
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,500,1500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,5.126124370957567,24.69867926449776,0.6960482880101597,17.15096654574212,1.0,181.6089356760749,23.304615082798858
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,500,1500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,67.2067836325048,75.27765534307126,0.2515378594915265,45.642806886819216,0.7403645833333333,181.6089356760749,77.93536654050621
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,500,1500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,71.46850952981912,80.85497749928565,0.20900969223537968,49.54692430671381,0.6467881944444445,181.6089356760749,89.56517986822904
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,0.8853324272329688,1.5827258641145343,0.054558640869155295,0.6660959668617814,0.90703125,3.387203919576292,0.8915574208619504
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,3.154472544400848,4.811791194707644,0.8496159612043458,2.4855732382205566,0.7988715277777778,10.444491844344352,3.473479533483052
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,500,500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,6.11563933870735,9.52412150117946,0.7970191827285449,4.9022463984621405,0.73203125,17.31402745081251,7.14287563388085
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,500,1500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.4766302647951075,5.348287742744034,0.9316250370280573,3.0767958702175955,0.9769965277777778,31.3161643267082,2.9624564918239904
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,500,1500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.443888639229668,12.677968667965054,0.8316606542104565,6.786122173730367,0.80546875,31.3161643267082,9.242099987156848
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,500,1500,151,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.834692843071394,13.28318774157507,0.8163127953788489,7.1256890182571615,0.7944444444444444,31.3161643267082,9.767243754284486
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,0.6762942430204903,1.388900261910011,0.5753755170287992,0.681413374260659,0.9749131944444445,6.3528749413274515,0.7269576051495428
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,5.38491381585905,7.488464373943736,0.8517287912278783,4.1376206742074215,0.8751736111111111,24.108325793334423,5.518601780384717
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,9.566131594162728,13.366076727995168,0.8158945396802946,7.36333682411024,0.8217881944444444,37.29883602576655,10.314316018324241
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.116914944827223,1.4361265783317954,0.8676552907624391,0.538365457295671,0.9160590277777778,2.938325660981611,0.6193274317074056
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,3.1246071087070866,5.54814115395401,0.8260659881363128,2.6017456794973106,0.8115451388888889,10.418132162147836,3.4009937965345625
Figure 2,2D,US,ultrasound,U-Net,U-Net,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.052051113896708,16.462023916438397,0.8045806762104087,6.755771924461985,0.7712673611111112,19.662048052619884,9.088612902256846
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,5.193164618259874,26.240135513829248,0.7030290113650308,18.14684031567245,1.0,191.9146381000398,23.609396443018575
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,66.80067719462862,73.01346718519636,0.28279882021513597,44.04194927855683,0.8155381944444444,191.9146381000398,72.44278300282079
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,70.87817269997711,78.0762244098482,0.24474654271005075,47.5647980744555,0.7637152777777778,191.9146381000398,80.5377847780122
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,0.6657928571552458,1.3813493064048703,0.0558386406639253,0.5262543928010115,0.9112847222222222,2.7234786863186824,0.6733061446057825
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,2.7325776415294953,4.765513133344756,0.8260245863724419,2.1985111219617575,0.8099826388888889,8.623232677485472,2.9785570698512047
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,5.680759622507925,10.916547364889862,0.8265338296805846,4.665471531987815,0.8105034722222222,14.936046293972547,6.189167883862585
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.4041437592573722,4.898978255520981,0.9319245760680367,3.101434746475703,0.9809895833333333,33.11706504055991,2.82747644309267
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.680247816826697,12.516311098167055,0.8294737663135322,6.866437225014364,0.7873263888888888,33.11706504055991,9.658282683687899
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,9.05228492417413,13.117555096395431,0.8170700561674807,7.200472293759334,0.7721354166666666,33.11706504055991,10.20975156421827
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,0.5750829979140598,1.2916318276135852,0.5764215871455419,0.5857281579037583,0.97265625,5.338946606663729,0.6168663719812533
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,4.976610847344317,6.971596264670023,0.8508187069770862,3.832448441160414,0.8809895833333333,22.562025391859255,5.071218293140186
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,8.97931752159414,12.221702076693187,0.8213941125322243,6.8508150650554756,0.81484375,35.546892124816274,9.743962529292391
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.712168098900167,1.3109222511450034,0.8785156633231063,0.44163497366286975,0.92421875,2.339794509822833,0.5049368794222309
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260608,45,priority1_learning_curve_by_N_from_available_2d_library,2.8476485106539555,5.982750406049549,0.8205338005701165,2.4590786232359005,0.8188368055555556,8.528839982373137,3.078772760433595
